7.099999999999999645e+00,0.000000000000000000e+00,-1.854226868017709931e-02,3.339702012140739751e-02,1.008143677269359925e-02,-2.965285506698660256e-03,-8.670130436831760545e-02,7.611103544630890873e-03,1.314083315195809995e-02,3.226676662793209749e-02,2.069033780103099809e-03,2.201274358344669849e-02,-4.620994261032229482e-03,2.293298912866680028e-02,1.257435980166360032e-02,-8.263605979497490317e-03,-5.935675898999629579e-03,1.521343582011699946e-02,1.168187170091030021e-03,-3.024774302124049949e-02,8.714678539209239766e-03,2.134537274755289940e-02,3.573684763871189801e-02,-7.980452788420570875e-03,1.387124136249599966e-02,3.195162238501450015e-03,1.147242847063600045e-02,1.799310956162529854e-02,2.032490370525199749e-02,4.437207975110980113e-02,-6.052017090406999755e-02,8.854610725884530520e-02,-4.043623495253290123e-02,5.712903766321430002e-03,5.771830044758940320e-02,-2.781293570917390059e-02,-5.855499895873250010e-02,-2.197930980091190173e-02,-6.061880116356160170e-02,-1.645281868094959979e-02,5.181546514465579928e-02,-3.321957397761630265e-02,-3.516623962385680147e-02,1.200708725087839927e-02,3.849820184406910206e-02,5.284029685098370378e-03,-5.253261564802959999e-02
7.659999999999999432e+01,0.000000000000000000e+00,-5.033686494619109969e-02,5.187871881465200286e-02,6.214120026903900175e-03,-4.447065883300579427e-03,1.617493535483300118e-02,1.806483753857399815e-02,1.852649836520519830e-02,3.195726021649900050e-02,-5.380284316027069899e-04,2.548542617203860064e-02,-2.055375897283090100e-02,4.686156493276360212e-03,-2.389338219057419738e-03,1.632921843123739947e-02,-2.586925927358070011e-03,3.195528723680979982e-02,-4.120111723198359790e-03,-1.711338799660450018e-03,-3.503509049509970046e-03,1.793332047164020171e-02,4.191173333104920157e-02,-1.829900993664470080e-02,1.632186949373319856e-03,1.873592263090670005e-03,-6.276140876920520417e-02,4.780899535346019857e-02,-2.432694188013059984e-03,3.482096188023219713e-02,6.403176738179580663e-02,3.390158826012690252e-02,7.472031067071180366e-02,4.279523245890379940e-02,6.812206293026400183e-02,1.010320578386330048e-01,1.227228014446160032e-01,-1.022636908655760041e-02,6.587944854416249996e-02,1.939573131292689906e-02,2.971671025249850162e-02,1.131152188963140126e-01,6.635633382906569455e-02,7.149335933848599556e-02,1.853784053789329922e-02,2.747006173778719987e-02,-3.378289712282880192e-02
5.979999999999999716e+01,0.000000000000000000e+00,-8.454561233435001211e-02,6.363131338534619430e-02,1.278259420000540068e-02,2.283499081096619990e-02,2.187248999979689995e-02,-8.437631160453160084e-02,1.356692765141990012e-02,1.775401972689669844e-02,1.069872971530200050e-02,2.106805048608299813e-02,1.936747663340740097e-02,-2.925406888873200231e-02,-5.718244093481800357e-03,-8.522012416433979998e-03,4.108016308545429929e-02,6.487641299812510476e-02,-2.856461506713970158e-02,-5.559099795567700592e-02,-1.232642869771469890e-01,5.185508375304490047e-02,5.730065251155769951e-02,-1.003991932708000051e-01,-1.166241691605700015e-01,6.662298578206609853e-03,2.743860827985089915e-02,-5.369322752016509985e-03,-4.545885027285309697e-04,4.146955835132219714e-02,-1.038472556258780016e-02,-1.353174792058909953e-03,1.141616890212840060e-02,3.124459919061369872e-04,1.184298132191670058e-02,3.591768281285829655e-03,-1.980016618096270067e-02,2.327480220987450041e-02,-2.775615621591550133e-02,1.025881655157590000e-02,-7.253868667329610442e-02,1.157821615576270016e-02,1.239538231502920057e-02,-6.241683190269980280e-02,-8.430909636879519277e-04,-3.391909724402260209e-03,-5.832317217759200312e-02
5.900000000000000000e+01,1.000000000000000000e+00,-4.348699810042740144e-02,4.470365586643589711e-02,1.306116896989699926e-02,-2.134687470242360025e-02,3.918098845152759996e-02,1.734630849371210023e-02,-4.643810507669710042e-02,3.149406288527480113e-02,-6.373203211781750151e-03,2.759045645340500036e-02,-3.956892526357950329e-02,6.539440253802470022e-03,-2.213359449243700039e-02,-8.797908489185300024e-03,-8.112862082357059912e-02,-5.149408566037849688e-02,-1.194429041996899988e-03,6.798923787558500305e-03,1.364546692985789964e-03,3.257903816850200168e-02,4.133675057437129902e-02,-8.063370346721391441e-03,9.234837238461558739e-03,1.059936141202259992e-02,4.190827373217789753e-02,7.377032896864670584e-03,1.606905181144600153e-02,3.944636304315590064e-02,5.395967898321289702e-02,-4.304460558461409986e-02,5.831996954871279670e-02,-7.249814240578009161e-03,4.575074687557650205e-02,-2.408225833995010154e-02,-1.688633028454910017e-03,-2.630939186070190006e-02,5.701275028004779491e-03,-7.955903660120039467e-02,-3.448052701806290227e-02,5.860537508982410076e-02,2.898745888913980065e-02,-9.020340273351109064e-03,2.096582292720370125e-02,-4.488134645144870039e-02,-7.815420211155879593e-02
1.017000000000000028e+02,0.000000000000000000e+00,-7.087183042379800735e-02,6.298734091175040017e-02,1.657424690066700013e-02,-4.989170511604509861e-03,-2.753269949865609981e-02,-2.139392921214830143e-02,2.349678917961960101e-02,2.561856410108499793e-02,4.608221931319700197e-03,1.984677146973259920e-02,1.651660092467559932e-02,3.216449064442619774e-03,-4.683686275802309324e-04,-4.547809957171920596e-03,1.932098980616250156e-02,5.077588971344269841e-02,-1.372717339452080021e-02,-8.749606961536308958e-03,-2.458936054909690097e-02,1.640166954787479828e-02,4.380778221937640243e-02,-4.542378554179969663e-02,-3.438363333114700243e-02,1.360017072182890044e-02,2.515228305281089899e-02,6.284318210965360307e-03,2.731533124660569939e-02,3.533977336890249676e-02,-6.779946211996179528e-03,1.986022367134580163e-02,1.660652936400459911e-02,-1.060199884470119924e-02,2.697054980992310072e-02,4.682561062941349630e-04,-1.224756800517579937e-02,-2.567265781548160042e-02,-2.086197619266619979e-02,-2.488913440913819927e-02,-1.426275511947129940e-02,8.565547207591390003e-03,-2.916363004033139974e-04,-2.695722141087579862e-02,3.451827586827849962e-03,-1.772451604829059987e-02,-5.882877745726169949e-02
5.770000000000000284e+01,0.000000000000000000e+00,-4.670008380797349701e-02,5.107083773586419684e-02,5.824883367513239776e-03,-2.377200483811429954e-02,2.442462947889790029e-02,7.296682610242329406e-03,1.888821866526490048e-02,2.551600822973529997e-02,6.792158322592720295e-03,2.749346323188079852e-02,-1.519693348589429976e-02,-2.808243113036040101e-02,-2.938580585894340000e-02,2.236848361439109853e-02,-2.208671093262270027e-02,3.398898104615109828e-02,-6.910788104841429982e-03,4.232916841306239714e-03,-1.636662518668300032e-03,-1.102589140050050072e-03,3.346063480763149939e-02,-1.718653737989059987e-02,-3.991189493176979658e-02,1.005655084839589958e-02,2.075458973196829884e-02,2.453491504141730103e-02,2.415755667762700329e-02,3.772810772480059832e-02,2.888836212601660069e-02,-9.725496904203649595e-03,4.552730203887869753e-02,8.624121286716459819e-03,4.030020728583719875e-02,2.431034657939620119e-02,2.472713919172910002e-02,-2.402618232563919973e-02,7.227903342841840786e-03,-3.024711860768240085e-02,1.849213773653030080e-02,4.379867233599950282e-02,2.281281029343050146e-02,9.089298816107930362e-03,5.332260515184589558e-03,-2.201408695918459849e-02,-4.771750038965250074e-02
4.599999999999999645e+00,1.000000000000000000e+00,-6.906909682894299407e-02,5.238299445274059718e-02,9.053060309136121142e-03,-2.809762928280040012e-02,4.071832405752209838e-02,-8.202504050169349969e-02,1.664363505674660085e-02,3.177604679823080314e-02,2.123094127547299828e-03,2.373848425274640087e-02,-3.385462861962539732e-02,2.064090499839240159e-02,2.220060560946129913e-02,1.390525408915090034e-03,-1.057258529993619911e-01,-4.234264184610320170e-02,-2.268076459126260047e-02,-7.538512871543500381e-03,-4.096277055259790051e-02,1.354786854067629998e-02,3.751503168813809935e-02,-4.278876594492259794e-02,1.014253737059709996e-02,1.046576977980200052e-02,3.616744468843160337e-02,7.600044858103359446e-03,1.234255726334279948e-02,5.460758263790119887e-02,7.974781267427190345e-02,-5.902278384677719925e-02,7.733778132766000457e-02,-1.176075301909300028e-02,1.612847754481259999e-02,9.323934015100990638e-03,2.818079709874250077e-02,-1.595729145687780140e-02,3.313332381149629996e-02,-1.114160883212639980e-02,-6.244854898634669832e-02,5.958482185640519985e-02,7.642545014396380509e-02,-7.016582247157529539e-02,-1.697968242578270018e-02,-1.821627291953650113e-02,-5.299577859123529716e-02
9.300000000000000000e+01,0.000000000000000000e+00,-2.137373467291139861e-02,2.597689285107740095e-02,-1.649354338439239969e-03,3.807056737447949996e-03,2.482384803112670096e-02,-6.407206881669850335e-03,6.893426808872600217e-03,2.045985501665460032e-02,6.524032726301560482e-03,2.663176624202919993e-02,-5.256241459122680017e-03,-4.668062635189149795e-02,-3.275945670756350014e-02,1.277907198738439942e-02,5.677379192085149628e-03,2.608130249453139912e-02,-2.048089546965119884e-02,-2.445046844962349974e-01,-2.772377108317120031e-02,1.123065848845060041e-02,1.054067856651559956e-02,-8.832590330388359612e-02,-5.146943636295579771e-02,7.269575396516829262e-03,3.629458524925389951e-02,9.862377456547850928e-05,-3.747657714358029746e-02,9.083210179170939785e-03,3.387148845904910249e-02,-2.393702826668510017e-02,4.801572453267519830e-02,-6.288274296417749668e-03,3.464771246711879915e-02,1.561951571235119934e-02,6.293510277921889919e-03,1.183432952941890076e-01,-3.407753672622540041e-03,-1.200011004285649920e-02,-4.898240218102400262e-02,2.357787353985189849e-02,1.275019341521090033e-02,7.913540949306430150e-02,5.426349253978449833e-02,-1.693907701164620166e-02,-1.545693842403129958e-02
7.650000000000000000e+01,0.000000000000000000e+00,1.568806195559940136e-02,-7.173967943242779734e-03,3.078568337576080213e-03,-2.253948905118439983e-02,2.908647094679379930e-02,-1.291978652871469957e-02,1.777333740335200127e-02,4.503380172655850090e-03,-1.971785002255019986e-02,1.022786198440430068e-02,2.829888356032580175e-03,3.217060312024380003e-02,3.422281576159270228e-02,1.820528136530990063e-02,1.369182886464490045e-02,6.223283186407020488e-03,4.064973387312010092e-03,1.840248224435319865e-02,8.140882694043019563e-03,-6.384038410641139361e-02,-2.135788934409720008e-02,7.177974559580900006e-03,3.803061188387219654e-02,3.257869718838889931e-03,-9.005074218824170307e-02,4.104330825503529900e-02,-5.846892403978220035e-03,2.661372341037960068e-02,7.551504343267749497e-02,-1.900831742666870064e-02,1.007092739299749948e-02,6.227578627078320106e-02,8.271565914387550567e-02,-1.024581446843880056e-02,6.665778097705510330e-02,-2.147364863227419970e-02,1.084954517045390032e-01,4.687779749626259929e-02,7.338407764631760255e-02,-2.228833258646030144e-02,4.920908704794720034e-02,1.874919240712599744e-02,3.880073358841600040e-02,1.004069058249910072e-02,-1.759509350360440039e-02
3.529999999999999716e+01,0.000000000000000000e+00,-1.457829632920839939e-02,2.635929250792209966e-02,-9.897619502911949793e-03,1.966671617919699827e-02,4.078960561441920263e-02,1.040949725037169926e-02,2.348422278352009854e-02,2.203883529118219956e-02,1.014615624908950069e-02,2.887901019663029895e-02,-4.969645500601910237e-02,-1.146683256286730040e-01,-8.135279392956709654e-02,3.672436198758029929e-02,-6.061173293914199484e-02,9.275184896329060572e-04,-5.924207417041339740e-03,3.532938477110299843e-03,9.836019560322609157e-03,4.628138367428769745e-02,3.487122522521220180e-02,-4.045880219938399920e-03,-4.389684385960029855e-02,9.496207545961020749e-03,1.452852211296099851e-02,1.891967201686529931e-02,1.582755206552410171e-02,4.730540216099540264e-03,2.984393706800289939e-02,-1.630391201649560029e-02,3.383436912711049877e-02,9.854990266420291314e-03,6.918042987233359586e-02,1.803959527599259885e-02,2.782954564627130103e-02,-1.452942482312830075e-02,1.349010572352509884e-03,-2.018883080202390004e-02,-7.610178889680129476e-03,4.365182276123349969e-02,1.345333054565990040e-02,5.485912968735170286e-02,5.005947792123120049e-02,-1.819089571408200046e-02,-2.228207545726140076e-02
